NOMBRE_EQUIPO,INTERFACE,NOMBRE_CLIENTE,NRO_VLAN,DIRECCION_IPV4, DIRECCION_IPV6, VELOCIDAD_ENTRADA,VELOCIDAD_SALIDA
 CRED1004X1,Loopback0,,,WAN: 181.225.41.18/32 - LAN: ,WAN: 2803:D480:0:73::18/128 - LAN: ,,
 CRED1004X1,Port-channel1,,,,,,
 CRED1004X1,Port-channel1.9,CC-BACKBONE-L3-IFX,9,WAN: 172.23.249.2/28 - LAN: ,WAN: 2803:D480:0:80:0:3E80:0:4/124 - LAN: ,,
 CRED1004X1,Port-channel1.30,CRED-LEBRUN,30,WAN: 172.23.249.34/28 - LAN: ,WAN: 2803:D480:0:66::C001/64 - LAN: ,,
 CRED1004X1,Port-channel2,LEV3-CL_IP - FRO2006909960,,,,,
 CRED1004X1,Port-channel3,,,,,,
 CRED1004X1,Port-channel3.282(shutdown),,,,,,
 CRED1004X1,Port-channel4,,,,,,
 CRED1004X1,Port-channel5,,,,,,
 CRED1004X1,Port-channel6,,,,,,
 CRED1004X1,Port-channel8,,,,,,
 CRED1004X1,Port-channel9,,,,,,
 CRED1004X1,TenGigabitEthernet0/1/0,CCSJ4500CREX2_xe-0/0/14_TUNO-CUBON-CV,,,,,
 VECCSNOC7206X3,Loopback1,,,WAN: 181.225.46.247/32 - LAN: ,,,
 VECCSNOC7206X3,GigabitEthernet0/1,,,,,,
 VECCSNOC7206X3,GigabitEthernet0/1.9,,9 native,WAN: 172.23.249.6/28 - LAN: ,WAN: 2803:D480:0:80:0:3E80:0:6/124 - LAN: ,,
 VECCSNOC7206X3,GigabitEthernet0/1.30(shutdown),CRED-LEBRUN,30,WAN: 172.23.249.36/28 - LAN: ,WAN: 2803:D480:0:66::C003/64 - LAN: ,,
 VECCSNOC7206X3,GigabitEthernet0/2,,,,,,
 VECCSNOC7206X3,GigabitEthernet0/2.1,,1 native,WAN: 172.23.253.129/29 - LAN: ,,,
 VECCSNOC7206X3,GigabitEthernet0/2.319,,319,WAN: 190.94.253.121/30 - LAN: ,,10M,10M,
 VECCSNOC7206X3,GigabitEthernet0/2.678,CONEX-EAGLE;ID:26261,678,WAN: 172.23.255.41/30 - LAN: 190.94.243.64/29 ,,20M,20M,
 VECCSNOC7206X3,GigabitEthernet0/2.683,CONEX-IG-NAGUANAGUA;ID:23049,683,WAN: 172.23.248.125/30 - LAN: 190.94.253.180/30 ,,4M,4M,
 VECCSNOC7206X3,GigabitEthernet0/3,,,,,,
 VECCSNOC7206X3,GigabitEthernet0/3.520,NEUTRONA - SID82073;ID:4,520,,,,
 VECCSNOC7206X3,GigabitEthernet0/3.600,NV-CARTONERAMCY;ID:25969,600,WAN: 172.23.252.153/30 - LAN: 190.94.211.144/29 ,,20M,20M,
 VECCSNOC7206X3,GigabitEthernet0/3.607,RED4-VL607-NV-TODOBOMBAS-PRESIDENTE;ID:26060,607,WAN: 172.23.250.221/30 - LAN: 190.94.210.20/30 ,,10M,10M,
 VECCSNOC7206X3,GigabitEthernet0/3.3574,ITX-2;ID:20828,3574,WAN: 172.23.253.221/30 - LAN: ,,6M,6M,
 VECCSNOC7206X3,Serial1/0(shutdown),,,,,,
 VECCSNOC7206X3,Serial1/1(shutdown),,,,,,
 VECCSNOC7206X3,Serial1/2(shutdown),,,,,,
 VECCSNOC7206X3,Serial1/3(shutdown),,,,,,
 VECCSNOC7206X3,GigabitEthernet2/0,RED GPON 1,,,,,
 VECCSNOC7206X3,GigabitEthernet2/0.710,CANTV-INFRACUA;ID:21476,710,WAN: 172.23.250.93/30 - LAN: ,,1M,1M,
 VECCSNOC7206X3,GigabitEthernet5/0,CCSJ4500CREX1_ge-0/0/17,,,,,
 VECCSNOC7206X3,GigabitEthernet5/0.31,VPN-VIVAX-BOLEITA;ID:21679,31,WAN: 172.23.254.169/30 - LAN: ,,,
 VECCSNOC7206X3,GigabitEthernet5/0.273,CRED-FCHACONSEP23;ID:4,273,WAN: 190.94.210.233/30 - LAN: ,,60M,60M,
 VECCSNOC7206X3,GigabitEthernet5/0.274,CRED-FCHACONSEP23S2;ID:4,274,WAN: 190.94.199.41/30 - LAN: ,,60M,60M,
 VECCSNOC7206X3,GigabitEthernet5/0.951,UNIVERSAL;ID:20447,951,WAN: 172.23.254.229/30 - LAN: 181.225.47.240/28 ,,100M,100M,
 VECCSNOC7206X3,GigabitEthernet5/0.952,ELUN-JC-SB;ID:4,952,WAN: 172.23.249.133/30 - LAN: 64.76.228.70/32 154.47.157.255/32 190.94.250.56/30 ,WAN: 2803:D480:0:81::8053/64 - LAN: ,,ACL:VLAN-80MB / Mb:error_speed,
 VECCSNOC7206X3,GigabitEthernet5/0.955,BNC2;ID:21599,955,WAN: 181.225.43.153/29 - LAN: ,,20M,20M,
 VECCSNOC7206X3,GigabitEthernet5/0.971,ST-GUILLAN;ID:4,971,WAN: 172.23.245.217/30 - LAN: 190.94.250.88/30 ,,,
 VECCSNOC7206X3,GigabitEthernet5/0.977(shutdown),FARMARATO;ID:26312,977,WAN: 172.23.244.225/30 - LAN: ,,40M,40M,
 VECCSNOC7206X3,GigabitEthernet5/0.1009,LIBER-CONDOMINIO;ID:4,1009,WAN: 181.225.43.249/29 - LAN: ,,10M,10M,
 VECCSNOC7206X3,GigabitEthernet5/0.1215,FAROCA-KISMTET-IP;ID:26257,1215,WAN: 172.23.244.41/30 - LAN: 190.94.199.12/30 ,,70M,70M,
 VECCSNOC7206X3,GigabitEthernet5/0.2107,,2107,,,,
 VECCSNOC7206X3,GigabitEthernet5/0.2108,,2108,WAN: 172.23.250.97/30 - LAN: ,,,
 VECCSNOC7206X3,Serial6/6:0(shutdown),VIVAX_INTERCAPS_MOV=IFXNE-1002/IFXNE_CCS_116098,,,,,
 MTN1002X1,Loopback0,,,WAN: 181.225.41.24/32 - LAN: ,,,
 MTN1002X1,GigabitEthernet0/0/0(shutdown),,,,,,
 MTN1002X1,GigabitEthernet0/0/1(shutdown),,,,,,
 MTN1002X1,GigabitEthernet0/0/2(shutdown),,,,,,
 MTN1002X1,GigabitEthernet0/0/3(shutdown),,,,,,
 MTN1002X1,TenGigabitEthernet0/1/0,,,,,,
 MTN1002X1,TenGigabitEthernet0/1/0.254,CRED-MTN(DIGITEL),254,WAN: 172.23.249.235/29 - LAN: ,WAN: 2803:D480:0:70::2/64 - LAN: ,,
 MTN1002X1,TenGigabitEthernet0/1/0.501,CORE,501,WAN: 10.0.0.9/30 - LAN: ,,,
 MTN1002X1,TenGigabitEthernet0/1/0.502,DON-PEDRO,502,WAN: 10.0.0.153/30 - LAN: ,,,
 MTN1002X1,TenGigabitEthernet0/1/0.503,,503,WAN: 10.0.0.162/30 - LAN: ,,,
 MTN1002X1,TenGigabitEthernet0/1/0.505,SAMANES,505,WAN: 10.0.0.145/29 - LAN: ,,,
 MTN1002X1,TenGigabitEthernet0/1/0.509,ALTO-GURI,509,WAN: 10.0.0.57/29 - LAN: ,,,
 MTN1002X1,TenGigabitEthernet0/1/0.2910,IFXIP-TONAT-BANCOS,2910,WAN: 172.23.253.93/30 - LAN: 45.168.174.0/24 45.168.175.0/24 181.225.48.64/29 190.94.195.0/30 190.94.230.0/24 ,WAN: 2803:D480:0:72::8053/64 - LAN: ,,
 MTN1002X1,TenGigabitEthernet0/2/0(shutdown),,,,,,
 MTN1002X1,TenGigabitEthernet0/3/0(shutdown),,,,,,
 MTN1002X1,GigabitEthernet0(shutdown),,,,,,
 LEB1006X1,Loopback0,,,WAN: 181.225.41.25/32 - LAN: ,WAN: 2803:D480:0:73::25/128 - LAN: ,,
 LEB1006X1,Port-channel1,BACKBONE,,,,,
 LEB1006X1,Port-channel1.9(shutdown),,9 native,WAN: 172.23.249.8/28 - LAN: ,WAN: 2803:D480:0:80:0:3E80:0:8/124 - LAN: ,,
 LEB1006X1,Port-channel1.29,L3-LEBRUN,29,WAN: 172.23.249.18/28 - LAN: ,WAN: 2803:D480:0:67::1004/64 - LAN: ,,
 LEB1006X1,Port-channel1.30,CRED-LEBRUN,30,WAN: 172.23.249.38/28 - LAN: ,WAN: 2803:D480:0:66::1004/64 - LAN: ,,
 LEB1006X1,Port-channel2,CCSJ4500LEBX1_ae4_(OLT_CAURIMARE),,,,,
 LEB1006X1,Port-channel2.3800,GAMA-CAURIMARE;ID:26091,3800,WAN: 172.23.254.189/30 - LAN: 190.94.193.8/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel2.3802,CAU-AVES-JHS;ID:27140,3802,WAN: 172.23.251.169/30 - LAN: 181.225.42.112/29 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel2.3804,IGLESIA-OFICINA;ID:23049,3804,WAN: 172.23.251.5/30 - LAN: 181.225.42.96/29 181.225.48.176/29 ,,ACL:120M / Mb:error_speed,ACL:120M / Mb:error_speed,
 LEB1006X1,Port-channel2.3805,FONDOV-MUNECA;ID:26085,3805,WAN: 172.23.245.109/30 - LAN: 190.94.253.236/30 ,,ACL:200M / Mb:error_speed,ACL:200M / Mb:error_speed,
 LEB1006X1,Port-channel2.3806,GAMA-CHUAO;ID:26091,3806,WAN: 172.23.253.197/30 - LAN: 190.94.193.168/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel2.3809,CAU-ACD-DE-FUTBOL;ID:27228,3809,WAN: 172.23.243.189/30 - LAN: 190.94.193.100/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel2.3811,IGLESIA-OFIC-2;ID:23049,3811,WAN: 172.23.238.25/30 - LAN: 190.94.224.144/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel2.3812,CAU-SISTEMAS-DELTA-P;ID:26765,3812,WAN: 172.23.237.73/30 - LAN: 181.225.53.240/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel2.3813,CAU-FARMASER-CCCV;ID:27055,3813,WAN: 172.23.243.117/30 - LAN: 190.94.201.220/30 ,,ACL:30M / Mb:30,ACL:30M / Mb:30,
 LEB1006X1,Port-channel2.3814,TC-BANCO-PLZA-C-PORT;ID:26317,3814,WAN: 172.23.243.249/30 - LAN: 190.94.194.204/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel2.3815,CAU-JAC-MOTORS;ID:27194,3815,WAN: 172.23.248.141/30 - LAN: 190.94.193.132/30 ,,ACL:200M / Mb:error_speed,ACL:200M / Mb:error_speed,
 LEB1006X1,Port-channel2.3816,CAU-JAC-MOTORS-OFIC;ID:27194,3816,WAN: 172.23.242.89/30 - LAN: 190.94.252.88/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel2.3817,CAU-COL-CHAMPAGNAT;ID:27274,3817,WAN: 172.23.242.65/30 - LAN: 190.94.252.240/30 ,,ACL:500M / Mb:error_speed,ACL:500M / Mb:error_speed,
 LEB1006X1,Port-channel2.3818,CAU-COND-CAURIMARE;ID:4,3818,WAN: 190.94.252.249/30 - LAN: ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel2.3819,CAU-C-DEL-ESTE-ADM;ID:27325,3819,WAN: 172.23.244.13/30 - LAN: 190.94.194.216/30 190.94.201.108/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel2.3820,CAU-C-DEL-ESTE-VELA;ID:27325,3820,WAN: 172.23.252.69/30 - LAN: 190.94.201.216/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel3,CCSJ4500LEBX1_ae6_(clientes_Lebrun),,,,,
 LEB1006X1,Port-channel3.116,LEBH-SERDIMPRE,116,WAN: 172.23.252.21/30 - LAN: 181.225.40.248/29 190.94.210.48/30 ,WAN: 2803:D480:0:5F::8053/64 - LAN: 2803:D480:0:5E::/64 ,,
 LEB1006X1,Port-channel3.122,LEBH-MAZARS;ID:25710,122,WAN: 181.225.40.201/29 - LAN: ,,ACL:20M / Mb:20,ACL:20M / Mb:20,
 LEB1006X1,Port-channel3.201,MCCY-INFRA-CARACAS;ID:21476,201,WAN: 181.225.44.177/29 - LAN: ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel3.590,TECNOIMPULSO;ID:26185,,,,,
 LEB1006X1,Port-channel3.604,CASA-DE-CHARLES;ID:26056,604, SEC-WAN: 190.94.243.201/29 - LAN: WAN: 172.23.245.17/30 - LAN: 190.94.250.132/30 ,,,
 LEB1006X1,Port-channel3.648,GALPON-NODO;ID:4,648,WAN: 190.94.208.221/30 - LAN: ,,ACL:10M / Mb:10,ACL:10M / Mb:10,
 LEB1006X1,Port-channel3.664,CASIO-PPAL-IP;ID:26307,664,WAN: 172.23.251.161/30 - LAN: 190.94.199.132/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel3.916,LEV3-CIX;ID:4,916,WAN: 172.23.255.189/30 - LAN: ,,,
 LEB1006X1,Port-channel3.1069,PLATC-EU;ID:26161,,,,,
 LEB1006X1,Port-channel3.1127,LEB-TELEVEN;ID:26118,1127,WAN: 172.23.247.17/30 - LAN: 181.225.43.144/29 181.225.44.232/29 181.225.53.16/29 190.94.209.136/29 ,,ACL:400M / Mb:error_speed,ACL:400M / Mb:error_speed,
 LEB1006X1,Port-channel3.1148,LEB-PS-LA-URBINA-VPN;ID:26183,1148,,,,
 LEB1006X1,Port-channel3.1221,QTA-SAMIRA-1;ID:26092,,,,,
 LEB1006X1,Port-channel3.1222,QTA-SAMIRA-2;ID:26092,,,,,
 LEB1006X1,Port-channel3.1252,CAURI-PLAN-SUAREZ;ID:26183,1252, SEC-WAN: 172.23.255.213/30 - LAN: WAN: 172.23.245.113/30 - LAN: 190.94.250.68/30 190.94.253.112/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel3.1253,LEB-PS-CAURIMARE-VPN;ID:26183,1253,,,,
 LEB1006X1,Port-channel3.1256,CAU-TOP-QTASANJOSE;ID:26279,1256,WAN: 190.94.218.65/29 - LAN: ,,ACL:1G / Mb:error_speed,ACL:1G / Mb:error_speed,
 LEB1006X1,Port-channel3.1269,EGAMA-VIZCAYA;ID:26091,1269,WAN: 172.23.241.205/30 - LAN: 190.94.193.188/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel3.1601,SEBUC-PRAGMA-VSEB;ID:26056,1601,WAN: 190.94.210.225/30 - LAN: ,,,
 LEB1006X1,Port-channel3.1688,LEB-UNICASA-CALIF,1688,WAN: 172.23.247.137/30 - LAN: ,,,
 LEB1006X1,Port-channel3.3661,CDZ-P-SUAREZ-SM-VPN;ID:26183,3661,,,,
 LEB1006X1,Port-channel4,CCSJ4500LEBX1_ae8_(clientes_Lebrun2),,,,,
 LEB1006X1,Port-channel4.117,LEBH-INFOGUIA:ID:3620,117,WAN: 190.94.210.213/30 - LAN: ,,ACL:30M / Mb:30,ACL:30M / Mb:30,
 LEB1006X1,Port-channel4.119,SexyCaracas_Hosting;ID:22657,119,WAN: 190.94.210.237/30 - LAN: ,,ACL:10M / Mb:10,ACL:10M / Mb:10,
 LEB1006X1,Port-channel4.124,LEB-OLTMGMTCCS,124, SEC-WAN: 172.23.249.177/28 - LAN: WAN: 172.23.249.113/28 - LAN: ,,,
 LEB1006X1,Port-channel4.130,,130,WAN: 172.23.250.209/30 - LAN: 190.94.245.23/32 ,,,
 LEB1006X1,Port-channel4.215,MCCY-FAROCA-CSP;ID:4,215,WAN: 172.23.244.121/30 - LAN: ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel4.924,LEV3-WIFISOLUTION;ID:26234,924,WAN: 172.23.252.53/30 - LAN: ,WAN: 2803:D480:0:64::8053/64 - LAN: ,ACL:10M / Mb:10,ACL:10M / Mb:10,
 LEB1006X1,Port-channel4.940,LEV3-360-IPIFX2;ID:26294,940,WAN: 190.94.199.89/30 - LAN: ,,ACL:360NET / Mb:1000,ACL:360NET / Mb:1000,
 LEB1006X1,Port-channel4.942(shutdown),LEV3-FONET,942,WAN: 181.225.40.49/29 - LAN: ,WAN: 2803:D480:0:81::8053/64 - LAN: ,ACL:FONET-CAP / Mb:3500,ACL:FONET / Mb:error_speed,
 LEB1006X1,Port-channel4.1112,BNC-BOL;ID:21599,1112,WAN: 172.23.242.45/30 - LAN: 190.94.193.140/30 ,,ACL:260M / Mb:error_speed,ACL:260M / Mb:error_speed,
 LEB1006X1,Port-channel4.1115,LEB-EXCEL-GAMA-PPAL;ID:26091,1115, SEC-WAN: 172.23.254.9/30 - LAN: 181.225.43.72/30 WAN: 172.23.248.217/30 - LAN: 190.94.208.20/30 190.94.245.80/29 ,,ACL:300M / Mb:error_speed,ACL:300M / Mb:error_speed,
 LEB1006X1,Port-channel4.1133,LEB-CORPOELEC-PISO-6;ID:4,1133,WAN: 172.23.238.1/30 - LAN: 190.94.194.148/30 190.94.194.184/30 190.94.204.144/29 190.94.224.144/30 190.94.224.200/30 190.94.224.208/30 190.94.224.212/30 190.94.224.220/30 190.94.224.224/30 190.94.224.252/30 ,,ACL:20M / Mb:20,ACL:20M / Mb:20,
 LEB1006X1,Port-channel4.1140,LEB-GAMA-CEDIS-IP,1140,WAN: 172.23.239.21/30 - LAN: 190.94.250.144/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel4.1262,CAU-NODO-CONCORDE;ID:4,1262,WAN: 190.94.218.73/29 - LAN: ,,ACL:200M / Mb:error_speed,ACL:200M / Mb:error_speed,
 LEB1006X1,Port-channel4.1652,LEB-CADAFITO;ID:4,1652,WAN: 172.23.238.33/30 - LAN: 190.94.224.32/30 ,,ACL:20M / Mb:20,ACL:20M / Mb:20,
 LEB1006X1,Port-channel4.1684,LEB-TEKKOA-AZOTEA;ID:4,1684,WAN: 190.94.209.249/29 - LAN: ,,ACL:200M / Mb:error_speed,ACL:200M / Mb:error_speed,
 LEB1006X1,Port-channel4.1716,LEB-BADAN-STA-PAULA,1716,WAN: 172.23.247.9/30 - LAN: 190.94.201.52/30 190.94.208.196/30 190.94.218.152/29 190.94.252.180/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel4.1719,LEB-CORPOELEC-PISO-9;ID:4,1719,WAN: 172.23.238.221/30 - LAN: 190.94.224.220/30 ,,ACL:20M / Mb:20,ACL:20M / Mb:20,
 LEB1006X1,Port-channel4.1720,LEB-CORPOELEC-P13;ID:4,1720,WAN: 172.23.238.157/30 - LAN: 190.94.224.156/30 ,,ACL:20M / Mb:20,ACL:20M / Mb:20,
 LEB1006X1,Port-channel4.1746,LEB-QTA-ALTHEA;ID:26870,1746,WAN: 172.23.239.1/30 - LAN: 190.94.201.4/30 190.94.250.144/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel4.2267,LA-PERLA;ID:26207,2267,WAN: 172.23.245.37/30 - LAN: 190.94.253.84/30 ,,ACL:10M / Mb:10,ACL:10M / Mb:10,
 LEB1006X1,Port-channel4.2271,BOL-DICAM-SISTEM-INT;ID:27037,2271,WAN: 172.23.237.125/30 - LAN: 190.94.201.156/30 ,,ACL:80M / Mb:80,ACL:80M / Mb:80,
 LEB1006X1,Port-channel4.2272,BOL-ACQUA-FONTANA;ID:26037,2272,WAN: 172.23.250.69/30 - LAN: 190.94.210.108/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel4.2273,BOL-KURIOS-EDUCATION;ID:27071,2273,WAN: 172.23.248.157/30 - LAN: 190.94.194.152/30 ,,ACL:200M / Mb:error_speed,ACL:200M / Mb:error_speed,
 LEB1006X1,Port-channel4.2282,BOL-DATA-POWER;ID:27028,2282,WAN: 172.23.253.181/30 - LAN: 190.94.194.100/30 ,,ACL:200M / Mb:error_speed,ACL:200M / Mb:error_speed,
 LEB1006X1,Port-channel4.2295(shutdown),BOL-PRIMTEK-CCBC;ID:26686,2295, SEC-WAN: 190.94.245.177/29 - LAN: WAN: 190.94.250.73/30 - LAN: ,,ACL:800M / Mb:error_speed,ACL:800M / Mb:error_speed,
 LEB1006X1,Port-channel4.2296,BOL-LIDER-PRAGMA;ID:26056,2296,WAN: 172.23.245.225/30 - LAN: 190.94.245.112/29 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel4.2305,CORP-TECNILOTTO;ID:26597,2305,WAN: 172.23.241.61/30 - LAN: 190.94.197.4/30 190.94.200.0/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel5,CCSJ4500LEBX1_ae18(PCR-OLT-SVC1),,,,,
 LEB1006X1,Port-channel5.501,DESOMI-T-CAVENDES;ID:26589,501,WAN: 172.23.241.181/30 - LAN: 190.94.244.252/30 ,,ACL:60M / Mb:60,ACL:60M / Mb:60,
 LEB1006X1,Port-channel5.502,PC-VITRAF-PARKING;ID:27326,502,WAN: 172.23.237.205/30 - LAN: 190.94.244.228/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel5.503,PC-APRIEL-RESTAURANT;ID:26890,503,WAN: 172.23.237.25/30 - LAN: 190.94.201.196/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel5.504,PC-SERV-FLETCHER;ID:26059,504,WAN: 172.23.237.65/30 - LAN: 190.94.224.236/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel5.506,ECHYASOC;ID:25934,506,WAN: 172.23.253.173/30 - LAN: 181.225.42.176/29 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel5.507,PC-WORLD-VISION;ID:27049,507,WAN: 172.23.243.133/30 - LAN: 190.94.201.224/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel5.508,GARCIA-TUNON;ID:26200,508,WAN: 172.23.245.141/30 - LAN: 190.94.250.28/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel5.510,COLAS-RAIL;ID:25923,510,WAN: 172.23.252.5/30 - LAN: 181.225.42.152/29 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel5.513,PCR-CON-PARCRISTAL;ID:4,513,WAN: 172.23.252.81/30 - LAN: 181.225.40.144/29 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel5.515,PRC-MOLINA-VIAJES(INT10M+VPN10M);ID:25957,515,WAN: 172.23.252.137/30 - LAN: 181.225.42.136/29 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel5.516,PCR-BRASIL;ID:21210,516,WAN: 172.23.254.113/30 - LAN: 181.225.42.192/29 ,,ACL:300M / Mb:error_speed,ACL:300M / Mb:error_speed,
 LEB1006X1,Port-channel5.518,GAMA-LPG-PATIO;ID:25552,518,WAN: 172.23.240.21/30 - LAN: 190.94.193.32/30 190.94.193.52/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel5.522,OPS;ID:26126,522,WAN: 172.23.253.169/30 - LAN: 181.225.42.184/29 ,,ACL:800M / Mb:error_speed,ACL:800M / Mb:error_speed,
 LEB1006X1,Port-channel5.523,PC-PIEDRAVEN-2001;ID:26950,523,WAN: 172.23.238.109/30 - LAN: 190.94.194.132/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel5.524,PC-AL-GIORNO-CCSI;ID:27325,524,WAN: 172.23.252.133/30 - LAN: 190.94.201.236/30 ,,ACL:200M / Mb:error_speed,ACL:200M / Mb:error_speed,
 LEB1006X1,Port-channel5.525,PC-DES-ABOG-DENTONS;ID:27327,525,WAN: 172.23.252.197/30 - LAN: 190.94.201.176/30 190.94.218.128/29 ,,ACL:250M / Mb:error_speed,ACL:250M / Mb:error_speed,
 LEB1006X1,Port-channel5.526,PC-CONDOMINIO-CCSI;ID:27326,526,WAN: 172.23.252.73/30 - LAN: 190.94.201.112/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel5.528,PCR-UNICEF-HP;ID:25552,528,WAN: 172.23.250.21/30 - LAN: 181.225.40.232/29 190.94.211.8/29 ,,ACL:40M / Mb:40,ACL:40M / Mb:40,
 LEB1006X1,Port-channel5.531,PC-OIM-QUINTA-AA;ID:26521,531,WAN: 172.23.242.69/30 - LAN: 190.94.199.112/30 190.94.199.248/30 ,,ACL:800M / Mb:error_speed,ACL:800M / Mb:error_speed,
 LEB1006X1,Port-channel5.532,PC-MOHEDANO-P3;ID:26592,532,WAN: 172.23.241.249/30 - LAN: 190.94.244.164/30 ,,ACL:20M / Mb:20,ACL:20M / Mb:20,
 LEB1006X1,Port-channel5.534,PCR-ACNUR-FIBRA;ID:11658,534,WAN: 181.225.41.241/28 - LAN: ,,ACL:150M / Mb:error_speed,ACL:150M / Mb:error_speed,
 LEB1006X1,Port-channel5.535,PCR-VISA;ID:26050,535,WAN: 172.23.250.161/30 - LAN: 190.94.210.144/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel5.536,PCR-UFPNA;ID:4,536,WAN: 172.23.250.169/30 - LAN: 190.94.210.124/30 ,,ACL:200M / Mb:error_speed,ACL:200M / Mb:error_speed,
 LEB1006X1,Port-channel5.540,PCR-AIV-DEL-ESTE;ID:4,540,WAN: 172.23.250.81/30 - LAN: 190.94.208.52/30 190.94.208.56/30 190.94.210.0/30 190.94.210.76/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel5.541,PCR-BNAI-BRITH;ID:4,541,WAN: 190.94.210.73/30 - LAN: ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel5.544,PCR-CORP-SISA-LPG;ID:26031,544,WAN: 172.23.250.185/30 - LAN: 190.94.210.4/30 190.94.243.136/29 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel5.545,PC-GAMA-CASTELLANA;ID:26091,545,WAN: 172.23.237.121/30 - LAN: 190.94.194.32/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel5.546,CRUZ-ROJA-MOHEDANO;ID:20938,546,WAN: 172.23.255.49/30 - LAN: 181.225.40.192/29 190.94.200.216/30 190.94.208.164/30 ,,ACL:250M / Mb:error_speed,ACL:250M / Mb:error_speed,
 LEB1006X1,Port-channel5.547,PCR-EFE;ID:26567,547,WAN: 172.23.248.21/30 - LAN: 190.94.253.140/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel5.548,PCR-BRILUX;ID:26099,548,WAN: 172.23.248.33/30 - LAN: 190.94.250.208/30 190.94.253.204/30 ,,ACL:120M / Mb:error_speed,ACL:120M / Mb:error_speed,
 LEB1006X1,Port-channel5.549,PC-BIOPAGO;ID:27043,549,WAN: 172.23.238.101/30 - LAN: 190.94.194.96/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel5.1501,NEXTPOINT;ID:26124,1501,WAN: 172.23.247.161/30 - LAN: 190.94.218.48/29 ,,ACL:90M / Mb:90,ACL:90M / Mb:90,
