NOMBRE_EQUIPO,INTERFACE,NOMBRE_CLIENTE,NRO_VLAN,DIRECCION_IPV4, DIRECCION_IPV6, VELOCIDAD_ENTRADA,VELOCIDAD_SALIDA
 CRED1004X1,Loopback0,,,WAN: 181.225.41.18/32 - LAN: ,WAN: 2803:D480:0:73::18/128 - LAN: ,,
 CRED1004X1,Port-channel1,,,,,,
 CRED1004X1,Port-channel1.9,CC-BACKBONE-L3-IFX,9,WAN: 172.23.249.2/28 - LAN: ,WAN: 2803:D480:0:80:0:3E80:0:4/124 - LAN: ,,
 CRED1004X1,Port-channel1.30,CRED-LEBRUN,30,WAN: 172.23.249.34/28 - LAN: ,WAN: 2803:D480:0:66::C001/64 - LAN: ,,
 CRED1004X1,Port-channel2,LEV3-CL_IP - FRO2006909960,,,,,
 CRED1004X1,Port-channel3,,,,,,
 CRED1004X1,Port-channel3.282(shutdown),,,,,,
 CRED1004X1,Port-channel4,,,,,,
 CRED1004X1,Port-channel5,,,,,,
 CRED1004X1,Port-channel6,,,,,,
 CRED1004X1,Port-channel8,,,,,,
 CRED1004X1,Port-channel9,,,,,,
 CRED1004X1,TenGigabitEthernet0/1/0,CCSJ4500CREX2_xe-0/0/14_TUNO-CUBON-CV,,,,,
 LEB1006X1,Port-channel8.1824,TUNO-QUINTA-EL-MAISS;ID:26254,1824,WAN: 190.94.250.177/30 - LAN: ,,ACL:200M / Mb:error_speed,ACL:200M / Mb:error_speed,
 LEB1006X1,Port-channel8.1825,COELLO-CVA-MER;ID:26329,1825,WAN: 172.23.244.157/30 - LAN: 190.94.245.232/29 ,,ACL:40M / Mb:40,ACL:40M / Mb:40,
 LEB1006X1,Port-channel8.1826,DEST-CARUPANO;ID:26284,1826,WAN: 172.23.244.173/30 - LAN: 190.94.253.220/30 ,,ACL:40M / Mb:40,ACL:40M / Mb:40,
 LEB1006X1,Port-channel8.1827,TUNO-CIRMR;ID:27257,1827,WAN: 172.23.243.201/30 - LAN: 190.94.199.200/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel8.1828,DANCINGDOLLY;ID:26637,1828,WAN: 172.23.251.61/30 - LAN: 181.225.42.96/29 ,,ACL:30M / Mb:30,ACL:30M / Mb:30,
 LEB1006X1,Port-channel8.1829,TUNO-ESTIVANELI;ID:4,1829,WAN: 172.23.251.113/30 - LAN: 181.225.42.72/29 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel8.1832,EMB-RUSIA;ID:26103,1832,WAN: 172.23.250.229/30 - LAN: 190.94.209.64/29 190.94.250.128/30 190.94.253.72/30 190.94.253.76/30 190.94.253.116/30 ,,ACL:EMBRUSIA / Mb:error_speed,ACL:EMBRUSIA / Mb:error_speed,
 LEB1006X1,Port-channel8.1833,LOBBY-AH;ID:4,1833,WAN: 172.23.248.1/30 - LAN: 190.94.208.20/30 190.94.208.60/30 190.94.208.64/30 190.94.208.76/30 190.94.209.200/29 190.94.209.208/29 190.94.210.60/30 190.94.245.80/29 190.94.253.140/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel8.1834,QTA-MARY;ID:26090,1834,WAN: 172.23.248.77/30 - LAN: 190.94.253.196/30 ,,ACL:80M / Mb:80,ACL:80M / Mb:80,
 LEB1006X1,Port-channel8.1835,FINAL-CURVE;ID:26080,1835,WAN: 172.23.248.65/30 - LAN: 190.94.245.168/29 ,,ACL:40M / Mb:40,ACL:40M / Mb:40,
 LEB1006X1,Port-channel8.1836,AUDIO-CONCEPT;ID:26114,1836,WAN: 172.23.248.229/30 - LAN: 190.94.208.60/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel8.1837,CONAVEN;ID:8699,1837,WAN: 172.23.248.237/30 - LAN: 190.94.208.64/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel8.1838,MODUSISTEMA;ID:26111,1838,WAN: 172.23.247.21/30 - LAN: 190.94.208.120/29 190.94.208.172/30 190.94.250.140/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel8.1839,BANKING;ID:26341,1839,WAN: 172.23.243.177/30 - LAN: 190.94.198.0/29 190.94.244.84/30 ,,ACL:160M / Mb:error_speed,ACL:160M / Mb:error_speed,
 LEB1006X1,Port-channel8.1840,TUNO-ECHO-LINK;ID:4,1840,WAN: 172.23.247.157/30 - LAN: 190.94.208.228/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel8.1841,UNION-EUROPEA-MUD;ID:9334,1841,WAN: 172.23.255.217/30 - LAN: 190.94.208.212/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel8.1843,TUNO-MUEBLES-MARY;ID:26180,1843,WAN: 172.23.245.89/30 - LAN: ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel8.1844,GPON-VL3291-CONSEIN;ID:22645,1844,WAN: 172.23.253.249/30 - LAN: 181.225.42.56/29 ,,ACL:200M / Mb:error_speed,ACL:200M / Mb:error_speed,
 LEB1006X1,Port-channel8.1845,CLUB-VALLE-ARRIBA;ID:26259,1845,WAN: 172.23.244.137/30 - LAN: 181.225.53.80/29 ,,ACL:500M / Mb:error_speed,ACL:500M / Mb:error_speed,
 LEB1006X1,Port-channel8.1847,LA-PAGODA-CM;ID:26605,1847,WAN: 172.23.241.161/30 - LAN: 190.94.244.224/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel8.1850,TUNO-ROBIN-AGENCY;ID:26591,1850,WAN: 172.23.241.49/30 - LAN: 190.94.244.244/30 ,,ACL:200M / Mb:error_speed,ACL:200M / Mb:error_speed,
 LEB1006X1,Port-channel8.1851,AVANTI;ID:26345,1851,WAN: 172.23.240.69/30 - LAN: 190.94.197.140/30 190.94.200.68/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel8.1852,SOL-COELLO-BFC;ID:26329,1852,WAN: 172.23.240.129/30 - LAN: 190.94.198.32/29 190.94.198.40/29 190.94.198.48/29 ,,ACL:80M / Mb:80,ACL:80M / Mb:80,
 LEB1006X1,Port-channel8.1853,ICL-FREIGHT;ID:26614,1853,WAN: 172.23.240.81/30 - LAN: 190.94.197.28/30 190.94.200.64/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel8.1855,GRUPO-ROCALDENT;ID:26091,1855,WAN: 172.23.242.25/30 - LAN: 190.94.200.156/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel8.1857,EXC-GAMA-LM;ID:26091,1857,WAN: 172.23.254.33/30 - LAN: 190.94.193.0/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel8.1858,QUNITA-EL-ROBLE;ID:26623,1858,WAN: 172.23.242.221/30 - LAN: 154.47.157.8/32 190.94.210.184/30 ,,ACL:150M / Mb:error_speed,ACL:150M / Mb:error_speed,
 LEB1006X1,Port-channel8.1859,TUNO-VALEVEN;ID:26782,1859,WAN: 172.23.247.241/30 - LAN: 181.225.53.152/29 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel8.1860,LASER-LAS-MERCE;ID:26533,1860,WAN: 172.23.238.77/30 - LAN: 181.225.40.0/29 190.94.218.120/29 190.94.224.72/30 ,,ACL:300M / Mb:error_speed,ACL:300M / Mb:error_speed,
 LEB1006X1,Port-channel8.1861,TUNO-PANEL-SYSTEMS;ID:26308,1861,WAN: 172.23.243.53/30 - LAN: 181.225.53.224/29 190.94.244.8/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel8.1862,TUNO-FDV-EL-TOLON;ID:26198,1862,WAN: 172.23.238.37/30 - LAN: 190.94.224.84/30 ,,ACL:200M / Mb:error_speed,ACL:200M / Mb:error_speed,
 LEB1006X1,Port-channel8.1868,TUNO-T-AVILA-PISO-3;ID:26659,1868,WAN: 172.23.238.49/30 - LAN: 190.94.224.48/30 ,,ACL:80M / Mb:80,ACL:80M / Mb:80,
 LEB1006X1,Port-channel8.1870,TUNO-PORCELANA-LP-1;ID:26298,1870,WAN: 172.23.239.129/30 - LAN: 190.94.252.124/30 ,,ACL:80M / Mb:80,ACL:80M / Mb:80,
 LEB1006X1,Port-channel9,LEB4500X1_ae15(GALI-OLT-SVC1),,,,,
 LEB1006X1,Port-channel9.553,INTERJURIS;ID:25986,553,WAN: 172.23.251.29/30 - LAN: 181.225.44.72/29 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.554,GALI-MAGISTRATURA:ID:26787,554,WAN: 172.23.238.57/30 - LAN: 190.94.224.56/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.555,GALI-EVEBA;ID:25988,555,WAN: 172.23.251.69/30 - LAN: 190.94.252.152/30 ,,ACL:200M / Mb:error_speed,ACL:200M / Mb:error_speed,
 LEB1006X1,Port-channel9.556,GALI-MUNDIAL-DE-SEG;ID:26301,556,WAN: 172.23.237.109/30 - LAN: 181.225.48.200/29 ,,ACL:160M / Mb:error_speed,ACL:160M / Mb:error_speed,
 LEB1006X1,Port-channel9.557,ARAQUE;ID:25989,557,WAN: 172.23.251.105/30 - LAN: 181.225.44.112/29 ,,ACL:200M / Mb:error_speed,ACL:200M / Mb:error_speed,
 LEB1006X1,Port-channel9.558,OVEJA-NEGRA;ID:26140,558,WAN: 172.23.251.125/30 - LAN: 190.94.208.252/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.559,GALI-LA-GRAN-CARACAS;ID:26816,559,WAN: 172.23.238.217/30 - LAN: 190.94.194.148/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.560,GALI-C-FRIO-CARNE;ID:26906,560,WAN: 172.23.237.153/30 - LAN: 190.94.201.200/30 ,,ACL:200M / Mb:error_speed,ACL:200M / Mb:error_speed,
 LEB1006X1,Port-channel9.561,EDGAR-BENAIM;ID:4,561,WAN: 172.23.241.57/30 - LAN: 190.94.193.40/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.564,ANAYANSI;ID:20651,564,WAN: 172.23.255.149/30 - LAN: 181.225.44.88/29 181.225.48.80/29 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.565,FAO;ID:26007,565,WAN: 172.23.250.9/30 - LAN: 181.225.48.16/29 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.566,GALI_ORIENTAL;ID:22833,566,WAN: 172.23.247.229/30 - LAN: 181.225.44.24/29 190.94.193.148/30 190.94.193.156/30 190.94.197.228/30 190.94.243.160/29 190.94.245.184/29 ,,ACL:200M / Mb:error_speed,ACL:200M / Mb:error_speed,
 LEB1006X1,Port-channel9.569,TORINO;ID:26026,569,WAN: 172.23.250.1/30 - LAN: 181.225.40.232/29 181.225.42.216/29 190.94.209.64/29 190.94.211.8/29 190.94.245.23/32 190.94.250.128/30 190.94.253.72/30 190.94.253.76/30 190.94.253.116/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.570,PETROLERA-OFI;ID:26054,570,WAN: 172.23.250.165/30 - LAN: 181.225.47.160/28 ,,ACL:400M / Mb:error_speed,ACL:400M / Mb:error_speed,
 LEB1006X1,Port-channel9.573,GALI-TELCORP-EMBCOLO;ID:26301,573,WAN: 172.23.237.41/30 - LAN: 190.94.194.4/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.574,GALI-SOL-EMP-1086;ID:26324,574,WAN: 172.23.243.153/30 - LAN: 190.94.244.20/30 190.94.251.32/29 190.94.251.216/29 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.591,SEPAGOS;ID:26226,591,WAN: 172.23.247.81/30 - LAN: 190.94.201.124/30 190.94.209.88/29 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.594,ZUMA-SEGUROS;ID:26132,594,WAN: 172.23.247.153/30 - LAN: 190.94.209.184/29 190.94.218.0/29 ,,ACL:140M / Mb:140,ACL:140M / Mb:140,
 LEB1006X1,Port-channel9.595,GALI-PROCODIMA;ID:27239,595,WAN: 172.23.242.205/30 - LAN: 190.94.252.132/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.1554,GALI-AVANTI-T-BAYER;ID:26816,1554,WAN: 172.23.241.137/30 - LAN: 190.94.194.180/30 ,,ACL:150M / Mb:error_speed,ACL:150M / Mb:error_speed,
 LEB1006X1,Port-channel9.1557,GALI-INV-CAYTAFA;ID:26370,1557,WAN: 172.23.241.89/30 - LAN: 190.94.244.160/30 ,,ACL:40M / Mb:40,ACL:40M / Mb:40,
 LEB1006X1,Port-channel9.1558,GALI-FINITY-TECH;ID:27145,1558,WAN: 172.23.239.77/30 - LAN: 190.94.194.248/30 ,,ACL:150M / Mb:error_speed,ACL:150M / Mb:error_speed,
 LEB1006X1,Port-channel9.1559,GALI-VEN-RAPID;ID:27127,1559,WAN: 172.23.244.21/30 - LAN: 181.225.48.24/29 190.94.193.224/30 190.94.193.248/30 190.94.245.160/29 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.1560,POLICIA-CHACAO;ID:25401,1560,WAN: 172.23.244.17/30 - LAN: 190.94.193.244/30 190.94.218.80/29 190.94.250.164/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.1563,GALI-TELCORP-MEDE;ID:26301,1563,WAN: 172.23.238.233/30 - LAN: 190.94.194.184/30 ,,ACL:300M / Mb:error_speed,ACL:300M / Mb:error_speed,
 LEB1006X1,Port-channel9.1573,MAESTRE;ID:26235,1573,WAN: 172.23.246.177/30 - LAN: 190.94.252.108/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.1574,GALI-INTERNET-DED;ID:26478,1574,WAN: 172.23.241.217/30 - LAN: ,,ACL:GALI-INTERNET-DED / Mb:120,ACL:GALI-INTERNET-DED / Mb:120,
 LEB1006X1,Port-channel9.1575,GSALI-GLOBAL-UNO;ID:26194,1575,WAN: 172.23.246.129/30 - LAN: 190.94.252.8/30 190.94.252.80/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.1578,GALI-IT-BUSINESS;ID:26237,1578,WAN: 172.23.246.149/30 - LAN: 190.94.252.96/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.1579,VIVIR-SEGUROS;ID:26239,1579,WAN: 172.23.246.153/30 - LAN: 190.94.251.24/29 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.1580,GALI-LAN-SUPPORT;ID:26247,1580,WAN: 172.23.246.161/30 - LAN: 190.94.208.12/30 190.94.251.80/29 190.94.251.112/29 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.1583,HEFZI-BA;ID:26260,1583,WAN: 172.23.246.245/30 - LAN: 190.94.251.104/29 190.94.252.244/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.1585,ALPHATECH;ID:26265,1585,WAN: 172.23.246.61/30 - LAN: 190.94.252.144/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.1586,VECIIINO;ID:26264,1586,WAN: 172.23.246.217/30 - LAN: 190.94.252.164/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel9.1592,OPTIDIALER;ID:26321,1592,WAN: 172.23.243.161/30 - LAN: 190.94.244.28/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.1593(shutdown),DROGU-TOKKEN-PAGOS;ID:26325,1593,WAN: 172.23.243.113/30 - LAN: 190.94.244.60/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel9.1594,GALI-TEKKOA-BK2;ID:4,1594,WAN: 172.23.243.233/30 - LAN: 190.94.244.100/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel9.1595,GPON-VL3228-ZURICH;ID:26002,1595,WAN: 172.23.251.121/30 - LAN: 154.47.157.4/32 181.225.41.160/27 190.94.199.8/30 ,,ACL:160M / Mb:error_speed,ACL:160M / Mb:error_speed,
 LEB1006X1,Port-channel9.1596,FONDO-DE-VALORES;ID:26198,1596,WAN: 172.23.248.169/30 - LAN: 181.225.43.176/29 181.225.47.144/28 190.94.199.16/30 190.94.250.136/30 ,,ACL:150M / Mb:error_speed,ACL:150M / Mb:error_speed,
 LEB1006X1,Port-channel9.1598,ACCESS-SALUD;ID:26141,1598,WAN: 172.23.247.209/30 - LAN: 190.94.253.40/30 ,,ACL:150M / Mb:error_speed,ACL:150M / Mb:error_speed,
 LEB1006X1,Port-channel9.1599,VENAMCHAM;ID:26368,1599,WAN: 172.23.244.245/30 - LAN: 190.94.211.64/29 ,,ACL:120M / Mb:error_speed,ACL:120M / Mb:error_speed,
 LEB1006X1,Port-channel9.1600,GALI-NATIONAL-CARGO;ID:26210,1600,WAN: 172.23.244.25/30 - LAN: 190.94.250.172/30 ,,ACL:200M / Mb:error_speed,ACL:200M / Mb:error_speed,
 LEB1006X1,Port-channel9.2000,CASIO-SAM-FERIA;ID:26307,2000,WAN: 172.23.240.161/30 - LAN: 190.94.193.16/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.2001,CASIO-SAM-ACUAR;ID:26307,2001,WAN: 172.23.240.165/30 - LAN: 190.94.193.20/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.2002,CASIO-SAM-STAND;ID:26307,2002,WAN: 172.23.240.169/30 - LAN: 190.94.193.24/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.2004,SERVIPORT-AGEN;ID:26721,2004,WAN: 172.23.244.181/30 - LAN: 190.94.193.244/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel9.2009,LAB-FISA;ID:26751,2009,WAN: 172.23.247.121/30 - LAN: 190.94.200.232/30 ,,ACL:160M / Mb:error_speed,ACL:160M / Mb:error_speed,
 LEB1006X1,Port-channel9.2010,MAXIPRINT;ID:26347,2010,WAN: 172.23.246.37/30 - LAN: 190.94.200.52/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.2014,DLV- SERVICES;ID:26801,2014,WAN: 172.23.238.193/30 - LAN: 190.94.224.192/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.2015,COND-T-RORAIMA;ID:4,2015,WAN: 172.23.238.85/30 - LAN: 190.94.224.80/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.2018,GALI-EMPIRE-KEEWAY:ID:26598,2018,WAN: 172.23.238.161/30 - LAN: 190.94.224.160/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.2019,GALI-COND-T-XEROX;ID:4,2019,WAN: 172.23.238.225/30 - LAN: 190.94.224.224/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.2020,CRED-FARMAHORRO-CCC;ID:26621,2020,WAN: 172.23.238.201/30 - LAN: 190.94.224.200/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.2024,GALI-PRODATA-SERVICE;ID:26884,2024,WAN: 172.23.237.9/30 - LAN: 190.94.194.12/30 190.94.224.36/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.4050,GALI-IGLESIA-C-ALEG;ID:23049,4050,WAN: 172.23.248.29/30 - LAN: 181.225.53.96/29 190.94.253.200/30 190.94.253.252/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.4051,GALI-GPS;ID:26004,4051,WAN: 172.23.251.165/30 - LAN: 190.94.199.48/30 190.94.199.52/30 ,,ACL:150M / Mb:error_speed,ACL:150M / Mb:error_speed,
 LEB1006X1,Port-channel9.4052,GALI-ATLANTICA-GLOBAL;ID:27236,4052,WAN: 172.23.248.37/30 - LAN: 190.94.194.48/30 ,,ACL:200M / Mb:error_speed,ACL:200M / Mb:error_speed,
 LEB1006X1,Port-channel9.4053,MAZAR;ID:25710,4053,WAN: 172.23.253.205/30 - LAN: 181.225.44.136/29 181.225.48.72/29 ,,ACL:300M / Mb:error_speed,ACL:300M / Mb:error_speed,
 LEB1006X1,Port-channel9.4054,GALI-GRUPO-FALCON;ID:26338,4054,WAN: 172.23.243.121/30 - LAN: 190.94.199.144/30 ,,ACL:200M / Mb:error_speed,ACL:200M / Mb:error_speed,
 LEB1006X1,Port-channel9.4056,CORPORACION-XDV;ID:26377,4056,WAN: 172.23.243.241/30 - LAN: 181.225.44.216/29 190.94.199.224/30 208.84.85.4/32 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.4058,BIXA;ID:26189,4058,WAN: 172.23.245.137/30 - LAN: 190.94.250.16/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.4059,CONTRUCTORA-IHI;ID:26056,4059,WAN: 172.23.247.141/30 - LAN: ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.4060,GALI-CLARKEMODET;ID:26056,4060,WAN: 172.23.241.81/30 - LAN: 190.94.199.252/30 ,,ACL:150M / Mb:error_speed,ACL:150M / Mb:error_speed,
 LEB1006X1,Port-channel9.4061,GALI-GRUPO-LATAM;ID:26530,4061,WAN: 172.23.241.21/30 - LAN: 190.94.244.196/30 ,,ACL:250M / Mb:error_speed,ACL:250M / Mb:error_speed,
 LEB1006X1,Port-channel9.4062,GALI-CASIO-DIS-ROG;ID:26307,4062,WAN: 172.23.240.97/30 - LAN: 190.94.208.168/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel9.4063(shutdown),GALI-VEN-CORPORATION;ID:26604,4063,WAN: 190.94.244.157/30 - LAN: ,,ACL:500M / Mb:error_speed,ACL:500M / Mb:error_speed,
 LEB1006X1,Port-channel10,LEB4500X1_ae19(BOL-OLT-SVC),,,,,
 LEB1006X1,Port-channel10.609,BOL-FUNDACION-BADAN;ID:26799,609,WAN: 172.23.237.49/30 - LAN: 154.47.157.5/32 190.94.194.20/30 ,,ACL:300M / Mb:error_speed,ACL:300M / Mb:error_speed,
 LEB1006X1,Port-channel10.610,BOL-CORFIN-AUTANA;ID:26528,610,WAN: 190.94.197.65/29 - LAN: ,,ACL:500M / Mb:error_speed,ACL:500M / Mb:error_speed,
 LEB1006X1,Port-channel10.624,BOL-COMER-TIARES;ID:26829,624,WAN: 172.23.238.181/30 - LAN: 190.94.224.172/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel10.633,PEPSICO-PANAM;ID:26066,633,WAN: 172.23.248.61/30 - LAN: 190.94.253.156/30 190.94.253.232/30 ,,ACL:80M / Mb:80,ACL:80M / Mb:80,
 LEB1006X1,Port-channel10.670,BOL-INVERSIONES-DRC;ID:26804,670,WAN: 172.23.238.129/30 - LAN: 190.94.201.136/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel10.2251,HEB-CAM;ID:25757,2251,WAN: 172.23.253.97/30 - LAN: 181.225.43.88/29 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel10.2252,BOL-WEDOO;ID:26157,2252,WAN: 172.23.247.249/30 - LAN: 190.94.243.184/29 190.94.253.56/30 190.94.253.60/30 190.94.253.68/30 ,,ACL:60M / Mb:60,ACL:60M / Mb:60,
 LEB1006X1,Port-channel10.2253,BOL-TELCORP-HSJ;ID:26301,2253,WAN: 172.23.245.249/30 - LAN: 190.94.245.128/29 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel10.2255,BOL-RIVOLI;ID:25968,2255,WAN: 172.23.252.169/30 - LAN: ,,ACL:20M / Mb:20,ACL:20M / Mb:20,
 LEB1006X1,Port-channel10.2258,TECNOCOM;ID:25979,2258,WAN: 172.23.252.253/30 - LAN: 181.225.43.32/29 ,,ACL:90M / Mb:90,ACL:90M / Mb:90,
 LEB1006X1,Port-channel10.2259,BOL-JOSEPH-SIMKIN;ID:27030,2259,WAN: 172.23.250.149/30 - LAN: 190.94.210.192/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel10.2260,BEIT-SHMUEL-ESTE;ID:26637,2260,WAN: 190.94.210.189/30 - LAN: ,,ACL:4M / Mb:4,ACL:4M / Mb:4,
 LEB1006X1,Port-channel10.2261,VALORALTA;ID:26071,2261,WAN: 172.23.248.185/30 - LAN: 190.94.208.32/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel10.2263,HEB-COLEGIO;ID:25736,2263,WAN: 172.23.254.185/30 - LAN: 181.225.43.80/29 181.225.48.88/29 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel10.2264,OPAS-PRAGMA;ID:26056,2264,WAN: 172.23.247.177/30 - LAN: 190.94.208.244/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel10.2265,MICROFILMS;ID:26174,2265,WAN: 172.23.247.173/30 - LAN: 190.94.208.240/30 ,,ACL:200M / Mb:error_speed,ACL:200M / Mb:error_speed,
 LEB1006X1,Port-channel10.2267,BOL-SENSORMATIC;ID:27237,2267,WAN: 172.23.242.129/30 - LAN: 190.94.193.240/30 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel10.2268,BOL-CGSI;ID:26123,2268,WAN: 172.23.245.65/30 - LAN: 190.94.251.192/29 190.94.253.96/30 ,,ACL:50M / Mb:50,ACL:50M / Mb:50,
 LEB1006X1,Port-channel10.2269,MAPLOCA;ID:26056,2269,WAN: 172.23.245.153/30 - LAN: 190.94.243.56/29 ,,ACL:100M / Mb:error_speed,ACL:100M / Mb:error_speed,
 LEB1006X1,Port-channel10.2275,HOGAR-LUBAVITCH;ID:25960,2275,WAN: 172.23.242.109/30 - LAN: 190.94.250.184/30 ,,ACL:20M / Mb:20,ACL:20M / Mb:20,
 LEB1006X1,Port-channel10.2276,LIBERTY-OFINCA;ID:26186,2276,WAN: 172.23.243.209/30 - LAN: 190.94.244.72/30 ,,ACL:40M / Mb:40,ACL:40M / Mb:40,
